"Translation Info:
#---------------------------
1109,7,155,"Ni ho rero Musa yatora mu bantu biwe abagabo b’intore mirongo indwi kugira bajane ku musozi wa Sinayi, kw’isango ryacu Twebwe Allah ryo kwigaya icaha c’isengwa ry’igishusho c’ishashi y’inka. Ba bagabo b’intore bamaze gushika kuri nya musozi, babwiye Musa bati: “Ntiturota tukwemera tutabanje kubona Imana Allah ukuri kwamye; mu vy’ukuri niwaba wavuganye na Yo, yitwereke rero!”. Ni ho bahanishwa nyamugigima y’akataraboneka, maze bose bahonera rimwe. Musa ni ho yahava atakambira Imana Allah arigaya ati: “Mana yanje Rurema Allah! Aho nsubirira inyuma, Bene Israyeli nza kubabwira iki kandi Wahoneje abo natoye muri bo! Iyo Ushaka Wari gutuma Ubahonya ndi kumwe na bo imbere yuko tugera ku musozi wa Sinayi. Mbega Mana yanje Rurema Allah! Uduhonya kubera ivyaha vyakozwe n’abakehabwenge muri twebwe! Ivyo bakoze, si ikindi kiretse ko ari ikigeragezo cawe gituma Uhubisha uwo Ushatse mu biremwa vyawe, Ukarongora uwo Ushatse muri vyo. Wewe ni We Muhagarikizi n’Umutabazi wacu. Kubera ivyo rero, Tugumirize akabanga Utubabarire ibicumuro vyacu, Wongere Utugirire impuhwe, burya Wewe ni We Mwiza w’abababarira bakagumya ibanga;",""
1110,7,156,"Unatwandikire ibikorwa vyiza kuri iyi si, Uzonabiduhembere mu buzima bw’inyuma yo gupfa. Ni ukuri twagarutse kwigaya imbere yawe”. Imana Allah Yabwiye Musa Iti: “Ibihano vyanje Ndabiha uwo Nshatse mu biremwa vyanje; hamwe n’ivyo, impuhwe zanje zikikuje ikintu cose Naremye. Nzoheza rero Nandikire ironswa ryazo abantinya bakiyubara ibihano vyanje mu kungamburukira, bakanatanga ishikanwa-bwirizwa, hamwe n’abemera ivyemezo vyacu vyerekana isengwa ry’Imana Imwe Rudende.",""
1111,7,157,"Abakurikira Intumwa ikaba n’Umuvugishwamana Muhamadi (nyakugira amahoro n’impuhwe z’Imana Allah), itigeze yiga kwandika no gusoma, ari na yo basanga ibiyiranga vyanditswe mu Bitabu vyabo vya Tawurati n’Injili; ibabwiriza gusenga Imana Imwe Rudende Allah no kuyumvira hamwe rero no gukora ivyiza; ikanababuza ibangikanyamana n’ubugaba bwo kurenga ku mabwirizwa hamwe rero no gukora ibibi; ikanabazirurira ivyiza birekuwe mu mfungurwa, mu binyobwa no mu bakenyezi; ikanabaziriririza ibibi bizira nk’inyama y’ingurube, n’ibindi mu mfungurwa no mu binyobwa bahora bazirura mu vyaziririjwe n’Imana Allah; gutyo ikabakurako amabwirizwa yari abaremereye[18]. Abemeye rero iyo Ntumwa Muhamadi (nyakugira amahoro n’impuhwe z’Imana Allah) bakemanga ko ari Intumwa y’ukuri, bakayubaha bakayubahiriza bakanayitabara, bakanakurikira Qor’ani yamanuriwe, bakanagendera n’imigenzo yayo, abo ni bo rero baronse intsinzi y'ivyo Imana Allah Yabasezeraniye”.","[18] Nko guca agace k’impuzu kagiyeko ibihumanya, guturira iminyago no kwica uwishe n’aho yoba atishe n’ibigira nkana."
1112,7,158,"Ntumwa y’Imana! Vuga uti: “Emwe bantu! Jewe mu vy’ukuri, ndi Intumwa y’Imana Allah kuri mwebwe mwese, ni Yo Nyenubwami Igaba Ikaganza amajuru n’isi n’ibiri muri vyo, nta mana ibwirijwe gusengwa vy’ukuri atari Yo, ni Yo Itanga ubuzima Ikanabwaka, Ikazozura n’abapfuye. Kubera ivyo rero, nimwemere Imana Imwe Rudende Allah n’Intumwa yayo, Umuvugishwamana atigeze yiga kwandika no gusoma, yemera Imana Imwe Rudende Allah, akemera n’amajambo yayo Yamumanuriye n’ayo Yamanuriye Abavugishwamana bo hambere yiwe, kandi mumukurikire mwubahirize n’amabwirizwa yiwe kugira mube abagororotsi”.",""
1113,7,159,"Mu bantu ba Musa muri Bene Israyeli, harimwo umugwi w’abagororotsi utsimbataye ku kuri, ukanarongora abantu wisunze nya kuri, ukanabararikira kugukurikira, ugaheza rero ukanatunganiriza abandi mu kubacira imanza wisunze nya kuri nyene.",""
1114,7,160,"Abantu ba Musa muri Bene Israyeli, Twabaciyemwo imiryango cumi n’ibiri ingana n’igitigiri c’uruvyaro rukomoka kuri Ya’kubu; umuryango umwumwe wose witirirwa umwe muri nya ruvyaro. Igihe abantu ba Musa banyoterwa[19], bakamusaba ko yobahembura, Twaramuhishuriye Duti: “Kubita inkoni yawe kw’ibuye”, rica ricikamwo amariba cumi n’abiri angana n’imiryango yari ng’aho, gutyo umuryango umwumwe wose wikiza inyota kw’iriba ryawo bwite. Hanyuma Tubarungikira igicu kibaha agatutu kugira kibakingire izuba ryo mu bugaragwa, Turaheza Tunabamanurira “Manna[20]” na “Salwa [21]”. Dushoka Tubabwira Duti: “Nimurye rero mu vyiza Twabafunguriye”. Si Twebwe Allah rero barenganije ku buhakanyi bwabo bwo kudashima no kutubahiriza amabwirizwa, ariko ni bo birenganije [22].","[19] Ni muri ca gihe Imana Allah Yabaha igihano co kwamana intekera ku mutwe bazembagirika mu bugaragwa mu kiringo c'imyaka mirongo ine.
[20] Ibirirarira vy’ibiti bisosa nk’ubuki.
[21] Inyama z’ubwoko bw’inyoni.
[22] Baraduhiwe no kwama ku mfungurwa z’ubwoko bumwe, baraheza basaba ko bofungurirwa ivyimbuwe mu mirima yo muri Misiri."
1115,7,161,"Ibuka Ntumwa y’Imana igarariza ryabo, igihe babwirwa bati: “Nimucumbike mu gisagara ceranda ca Bayti l-Maqdis, muheze mufungure n’akayabagu ivyo muzokwimburamwo mwisanzuye aho mushatse hose, muce muvuga muti: “Dusavye ikigongwe cawe Mana!”; maze mushoke mwinjira mu muryango w’ico gisagara mwunamiye Imana Allah, mwicishe bugufi, gutyo Duheze Tubagirire ikigongwe ku vyaha vyanyu. Tuzokwongerereza n’indishi abagwaneza muri mwebwe kw’isi no mu buzima bw’inyuma yo gupfa”;",""
1116,7,162,"Maze abagararije muri bo, baca bahindura ijambo basabwe kuvuga bati: “Ikigongwe cawe Mana”, baraheza binjira bakurura ikibuno hasi, bavuga n’agasuzuguro bati: “Intete ku mushatsi Mana!”. Duca Tubamanurira igihano kivuye hejuru, Turabahonya bitewe n’ukuntu bahora birenganya mu kurenga ku mabwirizwa yacu.",""
1117,7,163,"Ntumwa y’Imana! Baza abayahudi ku nkuru y’abantu bigeze kuba mu gisagara kiri ku nkengera y’ibahari, igihe barenga kw’ibwirizwa ry’Imana Allah ryo kutaroba ifi ku musi w'isabato wubashwe bategetswe kwubaha no kwubahiriza, Imana Allah Iraheza Irabagerageza ku buryo ifi zagwirirana ku nkengera z’ibahari ku musi w'isabato gusa, ku yindi misi zikaguma mw’ibahari. Baraheza rero bakazitega urusenga ku musi w'isabato, maze bakazitegura ku musi ukurikira. Ni nk’ukwo nyene rero Tubagerageza ku bubegito bwabo bwo kurenga ku mabwirizwa yacu.",""
1118,7,164,"Ntumwa y'Imana! Ibuka kandi n'igihe umugwi w’abantu muri bo wabwira uwundi mugwi w’abahanura abarenga kw’ibwirizwa ryo kutaroba ku musi w'isabato wubashwe, uti: “Ni kuki muhanura abantu, Imana Allah Izobahonya kw’isi kubera ivyaha bakora, canke Ikazobahana mu buzima bw’inyuma yo gupfa!”. Abahanura abarenga kuri nya bwirizwa, bishuye bati: “Tubahanura twubahiriza ibwirizwa ryo kubwiriza ivyiza n’iryo kubuza ibibi, kugira tuzoronke icireguzo ku Mana yanyu Rurema Allah ko twabahanuye”. Iryo hanurwa ryabo rero, kwari kugira bagamburukire Imana Allah mu kutarenga ku mabwirizwa yayo.",""
1119,7,165,"Umugwi w’abarenga kw’ibwirizwa ryo kutaroba ku musi w'isabato, umaze gufata minenegwe ivyo wibutswa ukarendegera mu gucumura, Twebwe Allah Twararokoye mu bihano ababuza abandi gukora icaha co kurenga ku mabwirizwa, Turaheza Duha ibihano bibabaza abirenganije mu kurenga kw’ibwirizwa ryo kutaroba ku musi w’isabato, kubera ubugaba bwabo bwo kurenga ku mabwirizwa yacu.",""
1120,7,166,"Bamaze kurendegera rero mu kurenga ku vyo babujijwe, bagashishikara baroba ku musi w’isabato, Imana Allah Yababwiye Iti: “Nimuhinduke rero inkende musuzugurike”, bashoka bacika inkende.",""
1121,7,167,"Ntumwa y’Imana! Ibuka n'igihe Imana yawe Rurema Allah Yamenyesha icese, ko Itegerezwa kurungikira abayahudi uwuzobaha ibihano vy'akataraboneka, bagasuzugurika gushika ku musi w’umuhero w’isi. Mu vy’ukuri, Imana yawe Rurema Allah ni ukuri Irananyarutsa mu guhana ibigaba mu biremwa. Ni ukuri rero, ni na Yo Nyenimbabazi-ntangere ku bigaya; Nyenimbabazi ku batoni bayo.",""
1122,7,168,"Bene Israyeli Twaranabaciyemwo imigwimigwi Tubanyanyagiza kw’isi; muri bo rero, harimwo abagororotsi bubaha bakubahiriza agateka k’Imana Allah n’agateka k’ibiremwa, hakabamwo n’abandi birenganya mu kutubahiriza amabwirizwa y’Imana Allah. Abo rero, Twarabagerageje ku kuroranirwa bakoroherwa mu buzima, Twaranabagerageje no ku magorwa n’amaganya kugira bagaruke bigaye ku Mana Allah;",""
1123,7,169,"Ababasubiriye mu nyuma y’aho barangwa n’ububi kurusha, batoranye Igitabu baragisoma baranagitahura, baraheza baca kubiri n’ingingo zaco, bakira ivyo bahawe biciriritse mu vy’isi nka ruswa n’ibindi kubera inambu, bakavuga bisigura bati: “Tuzobabarirwa n’Imana Allah ibicumuro vyacu”; n’iyo bahawe mu bisanzwe biziririjwe kuri bo, baravyakira ata co binona! Mbega ntibahawe isezerano rihambaye ryo gufata nkama Tawurati bakayigendera, n’iry’uko batovuga ku vyerekeye Imana Allah kiretse ukuri! Baratahuye rero ibiri muri Tawurati hanyuma barabirengako, barenga no kw’isezerano. Burya ubuzima bw’inyuma yo gupfa, ni bwo bwiza ku bantu bagamburukira Imana Allah mu kwubahiriza amabwirizwa yayo. Mbega ntimugira ubwenge ngo mutahure ko indishi iri ku Mana Allah ibarutira amaronko y’isi!",""
1124,7,170,"Abafata nkama Igitabu ca Tawurati bakanubahiriza amabwirizwa n’izindi ngingo zirimwo, bakanatsimbataza amasengesho ku mwanya wayo, ni ukuri Twebwe Allah Tuzobahembera ivyo bakoze, ntitwigera Dutakaza namba indishi z’abatunganya neza ibikorwa vyabo.",""
1125,7,171,"Ntumwa y’Imana! Ibuka kandi n'igihe Twarerura umusozi hejuru ya Bene Israyeli, nya musozi ukaba nk’igicu kibakingiye izuba, bibaza ko uhava ubakorokerako nibatemera amabwirizwa ari muri Tawurati! Ni ho Twebwe Allah Twababwira Duti: “Nimufate nkama munubahirize ata gushidikanya ivyo Twabahaye, munibuke isezerano rihambaye Twabahaye muri Tawurati ryo kwubahiriza ibirimwo, kugira mugamburukire Imana Allah”.",""
1126,7,172,"Ntumwa y’Imana! Ibuka n’igihe Imana yawe Rurema Allah Yaha isezerano Bene Adamu bakiri intanga mu migongo ya ba se, ko boyisenga ari Imwe Rudende, Iraheza Ibagira ivyabona kuri nya sezerano, Iti: “Si Jewe Mana yanyu Rurema Allah, mukwiye gusenga mutambangikanije!”. Baraheza bishura bemanga bati: “Wobuzwa n’iki kuba Imana yacu Allah dusenga ari Imwe Rudende! Ego cane turavyemanze”. Twabagize ivyabona kuri iryo sezerano rero, kugira ntimuzohave muvuga mwiregura ku musi w’izuka muti: “Mu vy’ukuri, ntitwigeze tumenya ko hakwiye gusengwa Imana Imwe Rudende Allah! Twari twaragoswe n’ubujuju bwo kutamenya, tuba ba sindabibazwa”;",""
1127,7,173,"Canke kugira ntimuzovuge mwigovyora muti: “Ni ukuri, ba data gusa ni bo barenze kw’isezerano aho hambere, baraheza babangikanya Imana Allah, gutyo na twe mu nyuma dushoka tubakurikira ukwo. None ga Mana! Ushaka kuduhonya, Uduhora icaha cakozwe n’abakubangikanije bigatuma ibikorwa vyabo bicika impfagusa!”.",""
1128,7,174,"Ntumwa y'Imana! Ni nk’uko nyene rero Twebwe Allah - Twatomoye Aayah zacu n’ibihano Twahaye abazihakanye - Dutomorera abantu warungitsweko Aayah n'ivyemezo kugira bavavanure n’ibangikanyamana, baheze bagaruke ku Mana yabo Rurema Allah.",""
1129,7,175,"Ntumwa y’Imana! Cira agace abantu warungitsweko ku nkuru y’umuntu umwe muri Bene Israyeli Twahaye ivyemezo vyacu, maze arabitahura, hanyuma arabihakana, abirenza inyuma y’umugongo, gutyo shetani na yo ishoka imwigarurira, aca aja mu bantu bahuvye inzira.",""
1130,7,176,"Iyo rero Twebwe Allah Dushaka kumuduza icubahiro mu kwemera nya vyemezo, Twari kumushoboza kubigendera, ariko rero we yihebeye ivy’isi ha kwitegurira ubuzima bw’inyuma yo gupfa, araheza akurikira ivyipfuzo vyiwe, agabitanya ku Mana Allah. Uyo rero akarorero kiwe, ni nk’imbwa; iyo uyirukanye irekereza ururimi, wayireka naho nyene ikarekereza ururimi[23]. Ntumwa y’Imana! Iyo rero, ni yo ngeso y’abantu bahakanye ivyemezo vyacu imbere yuko urungikwa. Biganire rero inkuru z’ivyashikiye ab’aho hambere, kuko harimwo ibitangaro vyotuma bibuka bakwemere;","[23] Ni nk’uko rero uwuhakana ivyemezo vy’Imana Allah akabirenza umugongo, ukumuhanura canke kumwirengagiza nta co bihindura kuri we."
1131,7,177,"Ako ni ko karorero kabi cane; akarorero k’abantu bagararije mu guhakana bivuye inyuma ivyemezo vyacu, burya rero ni bo nyene bari birenganije.",""
1132,7,178,"Uwushobojwe n’Imana Allah akemera ku bugamburutsi bwiwe, uyo ni we yashobojwe kuba umugororotsi; nayo uwubaye intumva, maze Imana Allah Ikamureka agahuba, uyo ni we azoba ari mu bahomvye ubuzima bwabo bwo kw’isi no mu bw’inyuma yo gupfa.",""
1133,7,179,"Ni ukuri, Twebwe Allah Twaremeye umuriro wa Jahannamu abagarariji benshi mu bantu no mu majini; abafise imishaha ntibaheze ngo bayikoreshe mu gutahura; bakagira n’amaso ntibaheze ngo bayakoreshe mu kubona Aayah n'ivyemezo vyacu; bakagira n’amatwi ntibaheze ngo bayakoreshe mu kwumviriza Aayah z’Imana Allah zikabanyura. Abo ni bo rero, babayeho nk’ibitungwa bitumva ngo bitahure ico bibwirwa, bitabona ngo biheze bitandukanye iciza n’ikibi. Ahubwo mbere bobo barahuvye gusumba ivyo bitungwa[24]. Abo ni bo rero bagoswe, ntibemera Imana Allah ngo bayumvire, bigira ba sindabibazwa.","[24] Kuko ibitungwa birabona bigatahura ikivyungura canke ikibibangamira bikanakurikira umwungere."
1134,7,180,"Imana Allah Irafise amazina meza cane aranga ubutore bwayo, nimuyasabishe rero ku Mana Allah. Mwitandukanye na barya batosekaza amazina yayo[25], bazohembwa ku bicumuro bari barakoze kw’isi mu kugarariza Imana Allah n’Intumwa yayo, no mu gutosekaza amazina yayo.","[25] Mu kuyongerako, canke mu kuyagabanyako, canke kuyahindura; nko kuyita uwutayakwiye mu biremwa, canke kuyaha insiguro itemejwe n’Imana Allah, eka itanemejwe n’Intumwa yayo."
1135,7,181,"No mu biremwa Twaremye rero, harimwo umugwi w’abagororotsi urongora abantu wisunze ukuri, ukanabararikira kugukurikira, ugaheza rero ukanatunganiriza abandi mu kubacira imanza wisunze nya kuri nyene;",""
1136,7,182,"Nayo abagararije mu guhakana bivuye inyuma Aayah n'ivyemezo vyacu, Tuzobakwegera mu bihano bukebuke mu kubaronsa ibibabeshaho bikwiye kw’isi, gutyo batwarwe n’ibihendamaso bibaza ko batonye ku Mana Allah, hanyuma Tubahane giturumbuka mu buryo batazi;",""
1137,7,183,"Jewe Allah Nzonabaha agahengwe gushika n’aho bibaza ko batazohanwa, gutyo bongerereze ubuhakanyi n’amanyama ku yandi kugira bagwirizwe ibihano. Mu vy’ukuri, ihinyura ryanje gushika aho ndabacakira, rirahambaye cane.",""
1138,7,184,"Mbega ntibariyumvira ngo batahure ko mugenzi wabo Muhamadi atari umusazi! We si ikindi kiretse ko ari Umugabisha atomora ibihano vy’Imana Allah mu gihe batomwemera.",""
1139,7,185,"Mbega ntibihweza ngo babone ibimenyetso vy'ubwami buhambaye bw’Imana Allah mu majuru no mw’isi, hamwe rero no mu biremwa Yaremye muri nya majuru n’isi, gutyo baheze batahure bibuke, baheze rero kandi barabe n’ubuzima bwabo buri hafi guhera bagapfa bakigarariza, bakazohanwa n’Imana Allah! Mbega ni irihe gabisha bokwemera inyuma y’igabisha rya Qor’ani!",""
1140,7,186,"Uwubaye intumva, Imana Allah Ikamureka agahuba inzira kubera ubutumva bwiwe, nta n’umwe ashobora kumurongora mu nzira yayo. Izonabarekera mu bugarariji bwabo bajuragirika mu kubura ico bafata n'ico boreka hagati y'ukwemera n'ubuhuvyi.",""
1141,7,187,"Ntumwa y’Imana! Ababangikanyamana barakubaza ku vyerekeye umuhero w’isi, ni ryari uzoshika? Babwire uti: “Mu vy’ukuri, ubumenyi bw’igihe uzoshikira bufiswe n’Imana yanje Rurema Allah, nta n’umwe ashobora kugaragaza igihe cawo kiretse Yo Yonyene. Igihe umuhero w’isi uzoshikirako, kinyegejwe ibiremwa vyose vyo mu majuru no mw’isi, nta n’umwe muri vyo azi igihe uzoshikira. Ntuzobishikira rero kiretse ko uzobishikira giturumbuka”. Ntumwa y’Imana! Bakubaza nk’aho woba witwararitse cane kumenya igihe umuhero w’isi uzoshikirako! Babwire uti: “Ni ukuri, ubumenyi bw’igihe uzoshikirako bufiswe n’Imana yanje Allah, ariko rero abenshi mu bantu ntibazi ko bufiswe na Yo gusa”.",""
1142,7,188,"Ntumwa y’Imana! Vuga uti: “Nta na kimwe nishoboje, haba mu kugira ico nimariye, eka no mu kwikingira inabi, kiretse ku vyo Imana Allah Ishatse. N’iyo nza kumenya ibinyegejwe ibiremwa, norushirijeho gukora ivyiza, nta n’inabi yonshikiye namba. Burya jewe nta kindi ndi kiretse ko ngabisha abagarariji ku bihano vyo mu muriro, nkashikiriza n'abemeramana inkuru nziza y’Ubwami bw’ijuru.",""
1143,7,189,"Bantu! Imana Allah ni Yo Yabaremye Ibakomoye kuri Adamu (nyakugira amahoro y’Imana Allah), Iraheza Imuremamwo umukenyezi wiwe Hawa kugira amumare irungu anamutururuze. Amaze rero kwiherera akarangurana na we amabanga y’abubatse[26], yarasamye imbanyi iraheza irakura bukebuke; amaze gukurirwa hakagera ko yibaruka, bompi barasavye Imana yabo Rurema Allah bati: “Niwaramuka Uduhaye ikibondo ceranda gitunganye, nta nkeka ko tuzoba mu bagushimira inema yo kuronswa ikibondo”.","[26] Abavugwa ng’aha, ni umugabo n’umugore bubatse izabo muri Bene Adamu."
1144,7,190,"Biri muri kameremere ka Bene Adamu rero, ko Imana Allah Ironkeje abavyeyi ikibondo ceranda gitunganye, bahava bakayibangikanya na nya kibondo. Harakubahwa hubahirizwe rero Imana Allah, ntikabangikanywe n’ivyo bayibangikanya!",""
1145,7,191,"Mbega bayibangikanya n’ibiremwa vyayo bidashoboye no kurema ikintu na kimwe, kandi na vyo nyene vyararemwe!",""
1146,7,192,"Ntibinashoboye gutabara ababisenga ngo bibakingire inabi, eka na vyo nyene ntibishoboye kwikingira inabi!",""
1147,7,193,"Babangikanyamana! Mu gihe mworarikira ivyo musenga mu bigirwamana ngo bitumbere inzira igororotse, ntivyopfa vyumvise namba irarika ryanyu ngo bibakurikire, ukubirarika no kwinumira, vyose ni co kimwe kuri vyo, ntivyumva, ntibibona.",""
1148,7,194,"Mu vy’ukuri, ivyo musenga mu gishingo c’Imana Allah, ni abaja b’Imana Allah nkamwe. Nimwaba rero mwemera ko bikwiye gusengwa nk’uko mwibaza, nimubisabe rero bibumvire nimwaba muri imvugakuri.",""
1149,7,195,"Mbega ivyo bigirwamana vyoba bifise amaguru bigendesha ku buryo vyishira bikizana mu kubatunganiriza! Canke vyoba bifise amaboko bikoresha mu kubatabara hagize uwubabangamira! Canke vyoba bifise amaso birabisha mu kubona ibinyegejwe ibiremwa mudashoboye kubona! Canke vyoba bifise amatwi bikoresha mu kwumva ivyo mudashobora kwumva! Ivyo bigirwamana, none vyosengwa gute, nivyaba bitagira na kimwe muri ivyo bihimba, ari na vyo bikoreshwa mu kugira ico umuntu yimariye canke mu kwikingira! Ntumwa y’Imana! Bwira ababangikanyamana uti: “Nimusabe rero ibigirwamana vyanyu mwabangikanije n’Imana Allah, hanyuma mukoreshe urwenge mu kundwaniriza hamwe, ntimuzondindirize na gato mutaranyirahira, nta n’ico ninona kuko nizeye Imana Allah;",""
1150,7,196,"Mu vy’ukuri, Umuhagarikizi wanje ni Imana Allah, ni Yo Imbungabunga Ikantabara, ni Yo Yamanuriye Igitabu Qor’ani, ni na Yo Ibungabunga aberanda mu biremwa vyayo, Ikabateturura;",""
1151,7,197,"Nayo ivyo musaba mu gishingo c’Imana Allah, ntibishoboye kubatabara ngo bibakingire inabi, eka na vyo nyene ntibishoboye kwikingira inabi;",""
1152,7,198,"No mu gihe rero mworarikira ivyo musenga mu bigirwamana gutumbera inzira igororotse, ntivyokwumva irarika ryanyu"". Ntumwa y’Imana! Uranabona ababangikanyamana bariko barakuraba wibaza ngo barakubona, kandi batabona namba.",""
1153,7,199,"Muvugishwamana! Abantu ivyo bashoboye mu bikorwa n’imigenzo myiza, urabibakirira maze ubibashimire uko bingana kwose, ntukabasabe ivyo badashoboye. Babwirize no kugira ineza mu mvugo n’ingiro, uheze wirengagize inshirasoni.",""
1154,7,200,"Niwashikirwa n’inyoshambi za shetani zituma wotwarwa n’agashavu canke wokwihora, uraheza wikinge ku Mana Allah Igukingire izo nyoshambi, mu vy’ukuri ni Yo Nyenukwumva, Irumva ivyo muvuga, Nyenubumenyikurivyose, Irazi ivyo mukora.",""
1155,7,201,"Mu vy’ukuri, abagamburukira Imana Allah iyo bakozweko n’inyoshambi za shetani, baca bagaruka ku Mana Allah bakigaya, bagashoka bavavanura n’ibicumuro.",""
1156,7,202,"Abanywanyi ba shetani mu bantu, baterwa ingoga n’amashetani mu majini zo kubandanya mu buhuvyi, nya mashetani agaheza agakora yita ku rutare mu kubahubisha, maze na bo bagakorana umwete mu gushira mu ngiro inyoshambi zayo.",""
1157,7,203,"Ntumwa y’Imana! Iyo utabashikirije icemezo cerekana ukuri wazanye, baca bavuga bati: “Ubwo ntiwopfuma urementanya icemezo!”. Babwire uti: “Mu vy’ukuri, burya jewe nkurikira ivyo nahishuriwe n’Imana yanje Rurema Allah muri iyi Qor’ani. Muri iyo Qor’ani, harimwo ivyemezo bitomoye, uburongozi n’impuhwe ku bemeramana”.",""
